average_rating,cast_1,cast_2,cast_3,cast_4,cast_5,country,director,genres,language,letterboxd_uri,poster_url,runtime,studio,synopsis,title,watched_by,year
3.80,Matt Damon (Mark Watney),Jessica Chastain (Melissa Lewis),Kristen Wiig (Annie Montrose),"Jeff Daniels (Theodore ""Teddy"" Sanders)",Michael Peña (Rick Martinez),USA,Ridley Scott,"Drama, Science Fiction, Adventure",English,https://boxd.it/8SeG,https://a.ltrbxd.com/resized/sm/upload/bq/0a/rc/pk/the-martian-1200-1200-675-675-crop-000000.jpg?v=52f94dc6ea,141,"Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",The Martian,"Reid, Zach",2015
3.07,Will Smith (Genie / Mariner),Mena Massoud (Aladdin),Naomi Scott (Jasmine),Marwan Kenzari (Jafar),Navid Negahban (Sultan),USA,Guy Ritchie,"Fantasy, Romance, Family, Adventure",English,https://boxd.it/eSjy,https://a.ltrbxd.com/resized/sm/upload/t5/xc/w8/fo/aladdin-2019-1200-1200-675-675-crop-000000.jpg?v=51b3c77490,127,"Walt Disney Pictures, Rideback",A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,Aladdin,"Reid, Zach",2019
3.65,Bridgit Mendler (Olivia White),"Adam Hicks (Wendell ""Wen"" Gifford)",Hayley Kiyoko (Stella Yamada),"Naomi Scott (Mohini ""Mo"" Banjaree)",Blake Michael (Charlie Delgado),USA,Patricia Riggen,"Music, TV Movie, Drama, Comedy",English,https://boxd.it/4bG,https://a.ltrbxd.com/resized/sm/upload/kl/h9/oc/2k/lemonade%20mouth-1200-1200-675-675-crop-000000.jpg?v=43ae37600f,113,"Martin Chase Productions, GWave Productions","When five ragtag freshman first meet in detention, it seems they have nothing in common. But, through music, they form an unbreakable bond and discover they have the makings of the greatest high school garage band in history! In the face of incredible odds, Olivia, Stella, Wen, Mohini and Charlie find they can make a real difference when they learn to lean on each other and let go of everything holding back their dreams.",Lemonade Mouth,"Reid, Zach",2011
3.44,Ryan Reynolds (Wade Wilson / Deadpool / Nicepool),Hugh Jackman (Logan / Wolverine),Emma Corrin (Cassandra Nova),Matthew Macfadyen (Mr. Paradox),Dafne Keen (Laura / X-23),USA,Shawn Levy,"Science Fiction, Action, Comedy",English,https://boxd.it/jq8s,https://a.ltrbxd.com/resized/sm/upload/sx/jl/oa/c4/yDHYTfA3R0jFYba16jBB1ef8oIt-1200-1200-675-675-crop-000000.jpg?v=aaa4c9000d,128,"Marvel Studios, Maximum Effort, 21 Laps Entertainment, 20th Century Studios, Kevin Feige Productions, TSG Entertainment","A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",Deadpool & Wolverine,"Reid, Zach",2024
2.22,Dwayne Johnson (Black Adam / Teth Adam),Aldis Hodge (Hawkman / Carter Hall),Noah Centineo (Atom Smasher / Al Rothstein),Sarah Shahi (Adrianna Tomaz),Quintessa Swindell (Cyclone / Maxine Hunkel),USA,Jaume Collet-Serra,"Science Fiction, Adventure, Action",English,https://boxd.it/fup0,https://a.ltrbxd.com/resized/sm/upload/t7/1w/py/cx/black-1200-1200-675-675-crop-000000.jpg?v=c11ccd7fa7,125,"New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",Black Adam,"Reid, Zach",2022
4.42,Miles Teller (Andrew),J.K. Simmons (Fletcher),Paul Reiser (Jim),Melissa Benoist (Nicole),Austin Stowell (Ryan),USA,Damien Chazelle,"Drama, Music, Thriller",English,https://boxd.it/7bQA,https://a.ltrbxd.com/resized/sm/upload/sk/f3/f1/b2/whiplash-1200-1200-675-675-crop-000000.jpg?v=771f1a019d,107,"Bold Films, Blumhouse Productions, Right of Way Films","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",Whiplash,"Reid, Zach",2014
3.48,Charlie Hunnam (Raleigh Becket),Rinko Kikuchi (Mako Mori),Idris Elba (Stacker Pentecost),Max Martini (Herc Hansen),Clifton Collins Jr. (Tendo Choi),USA,Guillermo del Toro,"Science Fiction, Action, Adventure",English,https://boxd.it/2cB2,https://a.ltrbxd.com/resized/sm/upload/vb/fi/b8/n7/pacific-rim-1200-1200-675-675-crop-000000.jpg?v=f3259925cb,131,"Double Dare You, Legendary Pictures","Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",Pacific Rim,"Reid, Zach",2013
3.37,Daniel Craig (Benoit Blanc),Edward Norton (Miles Bron),Janelle Monáe (Andi Brand),Kathryn Hahn (Claire Debella),Leslie Odom Jr. (Lionel Toussaint),USA,Rian Johnson,"Crime, Mystery, Comedy",English,https://boxd.it/oCkK,https://a.ltrbxd.com/resized/sm/upload/nw/ib/zb/m3/glass-onion-a-knives-out-mystery-1200-1200-675-675-crop-000000.jpg?v=f5259913a8,140,T-Street,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,Glass Onion,"Reid, Zach",2022
3.82,Daniel Radcliffe (Harry Potter),Rupert Grint (Ron Weasley),Emma Watson (Hermione Granger),Richard Harris (Albus Dumbledore),Tom Felton (Draco Malfoy),UK,Chris Columbus,"Adventure, Fantasy",English,https://boxd.it/29QS,https://a.ltrbxd.com/resized/sm/upload/db/2x/a6/v6/harrypotter-1200-1200-675-675-crop-000000.jpg?v=7f87bbd1ff,152,"Warner Bros. Pictures, Heyday Films, 1492 Pictures","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",Harry Potter and the Philosopher's Stone,"Reid, Zach",2001
4.21,Michael J. Fox (Marty McFly),Christopher Lloyd (Emmett Brown),Crispin Glover (George McFly),Lea Thompson (Lorraine Baines),Claudia Wells (Jennifer Parker),USA,Robert Zemeckis,"Adventure, Comedy, Science Fiction",English,https://boxd.it/2b8e,https://a.ltrbxd.com/resized/sm/upload/wg/aa/he/wf/back-to-the-future-1200-1200-675-675-crop-000000.jpg?v=83c21f2ef5,116,"Universal Pictures, Amblin Entertainment","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",Back to the Future,"Reid, Zach",1985
3.83,Chris Pratt (Peter Quill),Zoe Saldaña (Gamora),Dave Bautista (Drax),Vin Diesel (Groot (voice)),Bradley Cooper (Rocket (voice)),USA,James Gunn,"Adventure, Action, Science Fiction",English,https://boxd.it/3VH2,https://a.ltrbxd.com/resized/sm/upload/xl/kd/f5/wk/guardians-of-the-galaxy-1200-1200-675-675-crop-000000.jpg?v=1837002666,121,Marvel Studios,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",Guardians of the Galaxy,"Reid, Zach",2014
4.10,Ed Asner (Carl Fredricksen (voice)),Christopher Plummer (Charles Muntz (voice)),Jordan Nagai (Russell (voice)),Bob Peterson (Dug / Alpha (voice)),Delroy Lindo (Beta (voice)),USA,Pete Docter,"Adventure, Family, Animation, Comedy",English,https://boxd.it/1OEc,https://a.ltrbxd.com/resized/sm/upload/wv/1t/bo/md/up-120-1200-1200-675-675-crop-000000.jpg?v=91ab3381cf,96,Pixar,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",Up,"Reid, Zach",2009
3.85,Macaulay Culkin (Kevin),Joe Pesci (Harry),Daniel Stern (Marv),John Heard (Peter),Roberts Blossom (Marley),USA,Chris Columbus,"Family, Comedy",English,https://boxd.it/29Fg,https://a.ltrbxd.com/resized/sm/upload/p9/kb/nu/yr/home-alone-1200-1200-675-675-crop-000000.jpg?v=8d16e0af19,103,"Hughes Entertainment, 20th Century Fox","Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other.",Home Alone,"Reid, Zach",1990
3.70,Chadwick Boseman (T'Challa / Black Panther),Michael B. Jordan (Erik Killmonger),Lupita Nyong'o (Nakia),Danai Gurira (Okoye),Martin Freeman (Everett K. Ross),USA,Ryan Coogler,"Adventure, Science Fiction, Action",English,https://boxd.it/8MHs,https://a.ltrbxd.com/resized/sm/upload/pr/at/45/lo/black-panther-1200-1200-675-675-crop-000000.jpg?v=a267eebe87,135,Marvel Studios,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",Black Panther,"Reid, Zach",2018
3.69,Ryan Reynolds (Wade Wilson / Deadpool),Morena Baccarin (Vanessa),Ed Skrein (Ajax),T.J. Miller (Weasel),Gina Carano (Angel Dust),USA,Tim Miller,"Action, Adventure, Comedy",English,https://boxd.it/9fOC,https://a.ltrbxd.com/resized/sm/upload/ht/ra/iv/pe/deadpool-1200-1200-675-675-crop-000000.jpg?v=dfdc8de461,108,"20th Century Fox, The Donners' Company, Genre Films, Marvel Entertainment","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",Deadpool,"Reid, Zach",2016
3.49,Tom Holland (Peter Parker / Spider-Man),Michael Keaton (Adrian Toomes / Vulture),Robert Downey Jr. (Tony Stark / Iron Man),Marisa Tomei (May Parker),Jon Favreau (Happy Hogan),USA,Jon Watts,"Action, Adventure, Science Fiction",English,https://boxd.it/aboM,https://a.ltrbxd.com/resized/sm/upload/lb/g8/9t/dr/spider-man-homecoming-1200-1200-675-675-crop-000000.jpg?v=a0c830f403,133,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",Spider-Man: Homecoming,"Reid, Zach",2017
3.73,Robert Downey Jr. (Tony Stark / Iron Man),Chris Evans (Steve Rogers / Captain America),Mark Ruffalo (Bruce Banner / The Hulk),Chris Hemsworth (Thor),Scarlett Johansson (Natasha Romanoff / Black Widow),USA,Joss Whedon,"Science Fiction, Adventure, Action",English,https://boxd.it/1xFW,https://a.ltrbxd.com/resized/sm/upload/8w/a1/14/qk/the-avengers-2012-1200-1200-675-675-crop-000000.jpg?v=a46491df32,143,Marvel Studios,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",The Avengers,"Reid, Zach",2012
3.56,Florence Pugh (Yelena Belova),Sebastian Stan (Bucky Barnes),Julia Louis-Dreyfus (Valentina Allegra de Fontaine),Lewis Pullman (Robert Reynolds),David Harbour (Alexei Shostakov),USA,Jake Schreier,"Science Fiction, Adventure, Action",English,https://boxd.it/BfbQ,https://a.ltrbxd.com/resized/sm/upload/38/f6/km/as/thunderbolts-1200-1200-675-675-crop-000000.jpg?v=d1603150dd,127,"Marvel Studios, Kevin Feige Productions","After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.",Thunderbolts*,"Reid, Zach",2025
3.40,Tom Holland (Peter Parker / Spider-Man),Jake Gyllenhaal (Quentin Beck / Mysterio),Samuel L. Jackson (Nick Fury),Marisa Tomei (May Parker),Jon Favreau (Happy Hogan),USA,Jon Watts,"Science Fiction, Adventure, Action",English,https://boxd.it/fegG,https://a.ltrbxd.com/resized/sm/upload/ae/at/re/rc/spider-man-far-from-home_J2gRhk-1200-1200-675-675-crop-000000.jpg?v=58e0234aab,129,"Marvel Studios, Pascal Pictures, Columbia Pictures","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",Spider-Man: Far From Home,"Reid, Zach",2019
3.78,Robert Downey Jr. (Tony Stark),Terrence Howard (Rhodey),Jeff Bridges (Obadiah Stane),Gwyneth Paltrow (Pepper Potts),Leslie Bibb (Christine Everhart),USA,Jon Favreau,"Adventure, Science Fiction, Action",English,https://boxd.it/28dA,https://a.ltrbxd.com/resized/sm/upload/x5/3a/wr/w8/iron-man-1200-1200-675-675-crop-000000.jpg?v=00c10943b3,126,"Marvel Studios, Marvel Entertainment, Fairview Entertainment","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Iron Man,"Reid, Zach",2008
4.11,Tom Hanks (Woody (voice)),Tim Allen (Buzz Lightyear (voice)),Don Rickles (Mr. Potato Head (voice)),Jim Varney (Slinky Dog (voice)),Wallace Shawn (Rex (voice)),USA,John Lasseter,"Adventure, Comedy, Animation, Family",English,https://boxd.it/29qA,https://a.ltrbxd.com/resized/sm/upload/sf/gx/1q/o3/toy-story-90-1200-1200-675-675-crop-000000.jpg?v=ba6542b063,81,Pixar,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",Toy Story,"Reid, Zach",1995
4.06,Craig T. Nelson (Bob Parr / Mr. Incredible (voice)),Holly Hunter (Helen Parr / Elastigirl (voice)),Sarah Vowell (Violet Parr (voice)),Spencer Fox (Dashiell 'Dash' Parr (voice)),Jason Lee (Buddy Pine / Syndrome (voice)),USA,Brad Bird,"Animation, Family, Adventure, Action",English,https://boxd.it/1XLm,https://a.ltrbxd.com/resized/sm/upload/lt/42/qm/26/the-incredibles-1200-1200-675-675-crop-000000.jpg?v=a754df0fdb,115,Pixar,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",The Incredibles,"Reid, Zach",2004
4.08,John Goodman (Sullivan (voice)),Billy Crystal (Mike (voice)),Mary Gibbs (Boo (voice)),Steve Buscemi (Randall (voice)),James Coburn (Waternoose (voice)),USA,Pete Docter,"Comedy, Animation, Family, Fantasy",English,https://boxd.it/2a46,https://a.ltrbxd.com/resized/sm/upload/jw/dc/ub/ig/monsters-inc-1200-1200-675-675-crop-000000.jpg?v=dd1a6b4966,92,Pixar,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.","Monsters, Inc.","Reid, Zach",2001
4.03,Albert Brooks (Marlin (voice)),Ellen DeGeneres (Dory (voice)),Alexander Gould (Nemo (voice)),Willem Dafoe (Gill (voice)),Geoffrey Rush (Nigel (voice)),USA,Andrew Stanton,"Adventure, Family, Animation",English,https://boxd.it/72i,https://a.ltrbxd.com/resized/sm/upload/n2/q3/9x/ni/finding-nemo-1200-1200-675-675-crop-000000.jpg?v=cef715c7d2,100,Pixar,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",Finding Nemo,"Reid, Zach",2003
